0,0,10.0,0.0
0,3,9.993147673772869,0.26167978121471913
0,5,9.980973490458727,0.4357787137382908
0,7,9.962730758206611,0.6093467170257374
0,10,9.92403876506104,0.8682408883346516
0,12,9.890738003669028,1.0395584540887965
0,15,9.82962913144534,1.2940952255126037
0,18,9.755282581475768,1.545084971874737
0,20,9.698463103929543,1.7101007166283435
0,23,9.6025242672622,1.9536556424463685
0,25,9.53153893518325,2.1130913087034973
0,28,9.414737964294634,2.347357813929454
0,30,9.330127018922195,2.4999999999999996
0,33,9.19335283972712,2.723195175075135
0,35,9.095760221444959,2.8678821817552302
0,38,8.940053768033609,3.0783073766282913
0,40,8.83022221559489,3.2139380484326963
0,43,8.656768508095851,3.4099918003124925
0,45,8.535533905932738,3.5355339059327378
0,48,8.345653031794292,3.7157241273869706
0,50,8.213938048432697,3.83022221559489
0,53,8.009075115760242,3.993177550236464
0,55,7.86788218175523,4.095760221444959
0,58,7.649596321166024,4.240240480782131
0,60.63,7.4522375992958665,4.3573536414433525
0,65,7.113091308703497,4.531538935183249
0,68,6.873032967079561,4.635919272833936
0,70,6.710100716628344,4.698463103929542
0,73,6.461858523613683,4.781523779815177
0,75,6.294095225512604,4.8296291314453415
0,78,6.039558454088796,4.8907380036690284
0,80,5.868240888334652,4.92403876506104
0,83,5.609346717025737,4.96273075820661
0,85,5.435778713738292,4.9809734904587275
0,88,5.174497483512505,4.9969541350954785
0,90,5.0,5.0
0,93,4.73832021878528,4.993147673772869
0,95,4.564221286261708,4.9809734904587275
0,98,4.3041344951996745,4.951340343707852
0,100,4.131759111665349,4.92403876506104
0,103,3.875244728280676,4.871850323926176
0,105,3.705904774487396,4.8296291314453415
0,108,3.454915028125263,4.755282581475768
0,110,3.2898992833716565,4.698463103929543
0,113,3.046344357553632,4.6025242672622015
0,115,2.886908691296503,4.53153893518325
0,118,2.6526421860705476,4.414737964294636
0,120,2.500000000000001,4.330127018922194
0,123,2.2768048249248647,4.193352839727121
0,125,2.1321178182447706,4.09576022144496
0,128,1.9216926233717087,3.94005376803361
0,130,1.7860619515673033,3.83022221559489
0,133,1.5900081996875084,3.656768508095853
0,135,1.4644660940672627,3.5355339059327378
0,138,1.2842758726130281,3.3456530317942903
0,140,1.1697777844051105,3.2139380484326976
0,143,1.0068224497635372,3.009075115760243
0,145,0.9042397785550405,2.86788218175523
0,148,0.7597595192178703,2.6495963211660243
0,150,0.6698729810778064,2.4999999999999996
0,153,0.5449673790581606,2.269952498697734
0,155,0.46846106481675065,2.1130913087034973
0,158,0.36408072716606377,1.8730329670795611
0,160,0.3015368960704583,1.7101007166283444
0,163,0.21847622018482316,1.4618585236136852
0,165,0.17037086855465944,1.294095225512605
0,168,0.10926199633097156,1.0395584540887965
0,170,0.07596123493896023,0.8682408883346535
0,173,0.03726924179338997,0.6093467170257377
0,175,0.019026509541272496,0.43577871373829097
0,178,0.0030458649045215225,0.1744974835125057
0,180,0.0,6.123233995736766e-16
3,0,9.986295347545738,0.5233595624294383
3,3,9.965757150614234,0.7843220975529864
3,5,9.94448801748072,0.9575452860150463
3,7,9.917186438833909,1.1299206695493709
3,10,9.864997997699044,1.386435052934044
3,12,9.822776805218211,1.5557750067273228
3,15,9.748430255248635,1.8067647530894562
3,18,9.661049806258877,2.0535195289412203
3,20,9.595671941035071,2.2153354236610876
3,23,9.487117905268704,2.4535355151601057
3,25,9.407885638067503,2.609037595144173
3,28,9.27898417728343,2.8368701557649905
3,30,9.18650051349999,2.984874956289854
3,33,9.038232645647607,3.200606042677084
3,35,8.933201441806478,3.33998715784301
3,38,8.766695574886729,3.5419749261672555
3,40,8.649916181868722,3.671671581527211
3,43,8.466439526067855,3.8583787829079745
3,45,8.33880070556716,3.97740390860169
3,48,8.139749629022056,4.147409588499572
3,50,8.00222278953311,4.254857331451182
3,53,7.789112191126604,4.406867643989928
3,55,7.642743994938893,4.501920261996849
3,58,7.417195775004554,4.634778316911699
3,60.63,7.213978297151762,4.741402020624493
3,65,6.866180640852429,4.897599054048655
3,68,6.620988446058654,4.989272659211302
3,70,6.455006197386553,5.043203561029896
3,73,6.202757151771208,5.1131584125947
3,75,6.032706127861665,5.152417784883747
3,78,5.775319998974023,5.200121484190408
3,80,5.602494390798607,5.224410539421328
3,83,5.3419300424934955,5.24950003251384
3,85,5.167645157285375,5.258633916310197
3,88,4.905885641586452,5.260918256996675
3,90,4.73146789255815,5.254827454987588
3,93,4.470505357434602,5.234289258056085
3,95,4.297282168972542,5.21302012492257
3,98,4.039102696890146,5.169815698453039
3,100,3.8683924020535443,5.133530105140894
3,103,3.614960894687874,5.067988260906313
3,105,3.448062701898132,5.016962362690487
3,108,3.2013079260463684,4.929581913700728
3,110,3.0394920313265006,4.864204048476921
3,113,2.801291939827483,4.755650012710554
3,115,2.6457898598434157,4.6764177455093545
3,118,2.4179572992225995,4.5475162847252815
3,120,2.2699524986977346,4.455032620941839
3,123,2.0542214123105036,4.306764753089457
3,125,1.914840297144579,4.20173354924833
3,128,1.7128525288203331,4.035227682328578
3,130,1.5831558734603766,3.918448289310571
3,133,1.3964486720796145,3.734971633509706
3,135,1.2774235463858985,3.6073328130090103
